Title GSheet	Start Date	End Date	Author(s)	Display Genre	Type	Format	Pages	Hours	My Rating	Re-Read?	Book Club?	Technical?	Goodreads	Year Read	Start Month	End Month	Num Days Reading	Pages Per Day	Hours Per Day	Goodreads Rating	Full Title	Title	Subtitle	Year Published	Period Published	Num Reviews	Num Ratings	Num Five Stars	Num Four Stars	Num Three Stars	Num Two Stars	Num One Stars	Gender(s)	Num Authors	Author Gender	Rating Delta	Rating Delta Absolute	Read On Release?	1-Star Rating Percentage	5-Star Rating Percentage	Goodreads Rating Binned
The Picture of Dorian Gray	2022-01-13	2022-01-19	Oscar Wilde	Classics	Fiction	Physical	213.0		5.0	True	False	False	https://www.goodreads.com/book/show/489732.The_Picture_of_Dorian_Gray	2022	01-2022	01-2022	7	30.428571428571427		4.12	The Picture of Dorian Gray	The Picture of Dorian Gray	The Picture of Dorian Gray	1890	Late Modern	66937	1498303	618915	544131	256464	59166	19627	Male	1	Male	0.8799999999999999	0.8799999999999999	False	1.309948655245301	41.3077328150581	(4.0, 4.25]
Say Nothing	2022-01-20	2022-01-27	Patrick Radden Keefe	True Crime	Non-Fiction	Physical	404.0		4.5	False	False	False	https://www.goodreads.com/book/show/40163119-say-nothing	2022	01-2022	01-2022	8	50.5		4.46	Say Nothing: A True Story of Murder and Memory in Northern Ireland	Say Nothing	A True Story of Murder and Memory in Northern Ireland	2018	Contemporary (21st)	11114	100516	57804	32902	8069	1275	466	Male	1	Male	0.040000000000000036	0.040000000000000036	False	0.46360778383540924	57.50726252536909	(4.25, 4.5]
The Mom Test	2022-01-21	2022-01-31	Rob Fitzpatrick	Business	Non-Fiction	Audible		4.0	4.5	False	False	False	https://www.goodreads.com/book/show/52283963-the-mom-test	2022	01-2022	01-2022	11		0.36363636363636365	4.36	The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you	The Mom Test	How to talk to customers & learn if your business is a good idea when everyone is lying to you	2013	Contemporary (21st)	996	10111	5464	3319	996	214	118	Male	1	Male	0.13999999999999968	0.13999999999999968	False	1.167045791711997	54.04015428740975	(4.25, 4.5]
The Almanac of Naval Ravikant	2022-01-23	2022-02-03	Eric Jorgenson	Self-Improvement	Non-Fiction	Physical	219.0		4.5	False	False	False	https://www.goodreads.com/en/book/show/54898389-the-almanack-of-naval-ravikant	2022	01-2022	02-2022	12	18.25		4.46	The Almanack of Naval Ravikant: A Guide to Wealth and Happiness	The Almanack of Naval Ravikant	A Guide to Wealth and Happiness	2020	Contemporary (21st)	3811	42689	26027	11686	3777	848	351	Male	1	Male	0.040000000000000036	0.040000000000000036	False	0.8222258661481882	60.96886785823046	(4.25, 4.5]
Anna Karenina	2022-01-28	2022-03-08	Leo Tolstoy	Classics	Fiction	Physical	963.0		4.5	False	False	False	https://www.goodreads.com/book/show/6670297-anna-karenina	2022	01-2022	03-2022	40	24.075		4.09	Anna Karenina	Anna Karenina	Anna Karenina	1878	Late Modern	34537	836988	358911	274158	142228	42094	19597	Male	1	Male	0.41000000000000014	0.41000000000000014	False	2.3413716803586193	42.88125994637916	(4.0, 4.25]
Benjamin Franklin: An American Life	2022-03-04	2022-04-21	Walter Isaacson	Biography	Non-Fiction	Audible		24.5	3.0	False	False	False	https://www.goodreads.com/book/show/10883.Benjamin_Franklin	2022	03-2022	04-2022	49		0.5	4.04	Benjamin Franklin: An American Life	Benjamin Franklin	An American Life	2003	Contemporary (21st)	2737	138767	58052	46062	22256	6464	5933	Male	1	Male	-1.04	1.04	False	4.275512189497503	41.834153653246084	(4.0, 4.25]
Children of Time	2022-03-22	2022-04-07	Adrian Tchaikovsky	Science Fiction	Fiction	Kindle	600.0		4.0	False	False	False	https://www.goodreads.com/book/show/25499718-children-of-time	2022	03-2022	04-2022	17	35.294117647058826		4.3	Children of Time	Children of Time	Children of Time	2015	Contemporary (21st)	11785	118310	59302	40869	13716	3264	1159	Male	1	Male	-0.2999999999999998	0.2999999999999998	False	0.9796297861550165	50.124249852083516	(4.25, 4.5]
The Periodic Table	2022-04-08	2022-04-14	Primo Levi	Science	Non-Fiction	Physical	205.0		4.0	False	False	False	https://www.goodreads.com/book/show/10808156-the-periodic-table	2022	04-2022	04-2022	7	29.285714285714285		4.15	The Periodic Table	The Periodic Table	The Periodic Table	1975	Contemporary (20th)	1293	16720	7053	6194	2584	629	260	Male	1	Male	-0.15000000000000036	0.15000000000000036	False	1.555023923444976	42.183014354066984	(4.0, 4.25]
The Cold Start Problem	2022-04-18	2022-04-28	Andrew Chen	Business	Non-Fiction	Physical	374.0		4.5	False	False	False	https://www.goodreads.com/en/book/show/55338968-the-cold-start-problem	2022	04-2022	04-2022	11	34.0		4.19	The Cold Start Problem: How to Start and Scale Network Effects	The Cold Start Problem	How to Start and Scale Network Effects	2021	Contemporary (21st)	273	2747	1183	1025	446	69	24	Male	1	Male	0.3099999999999996	0.3099999999999996	True	0.8736803785948308	43.065161994903534	(4.0, 4.25]
Born a Crime	2022-04-27	2022-05-02	Trevor Noah	Biography	Non-Fiction	Audible		8.5	3.5	False	False	False	https://www.goodreads.com/book/show/29780253-born-a-crime	2022	04-2022	05-2022	6		1.4166666666666667	4.49	Born a Crime: Stories From a South African Childhood	Born a Crime	Stories From a South African Childhood	2016	Contemporary (21st)	55115	677810	422267	193226	44467	9222	8628	Male	1	Male	-0.9900000000000002	0.9900000000000002	False	1.2729230905415974	62.298726781841516	(4.25, 4.5]
1984	2022-05-02	2022-05-09	George Orwell	Science Fiction	Fiction	Physical	342.0		4.5	True	False	False	https://www.goodreads.com/book/show/40961427-1984	2022	05-2022	05-2022	8	42.75		4.19	1984	1984	1984	1949	Contemporary (20th)	112054	4507265	2130696	1470415	641092	172374	92688	Male	1	Male	0.3099999999999996	0.3099999999999996	False	2.0564133681955687	47.27248120534293	(4.0, 4.25]
The Psychology of Money	2022-05-05	2022-05-19	Morgan Housel	Self-Improvement	Non-Fiction	Audible		6.0	4.0	False	False	False	https://www.goodreads.com/book/show/41881472-the-psychology-of-money	2022	05-2022	05-2022	15		0.4	4.35	The Psychology of Money	The Psychology of Money	The Psychology of Money	2020	Contemporary (21st)	11677	159190	82042	55395	17764	2944	1045	Male	1	Male	-0.34999999999999964	0.34999999999999964	False	0.6564482693636535	51.53715685658646	(4.25, 4.5]
Frankenstein	2022-05-09	2022-05-19	Mary Shelley	Classics	Fiction	Physical	202.0		3.0	False	False	False	https://www.goodreads.com/book/show/18490.Frankenstein	2022	05-2022	05-2022	11	18.363636363636363		3.86	Frankenstein	Frankenstein	Frankenstein	1818	Late Modern	60309	1570071	504398	544577	368275	110014	42807	Female	1	Female	-0.8599999999999999	0.8599999999999999	False	2.7264372120751226	32.12580832331786	(3.75, 4.0]
The Last Correspondent	2022-05-19	2022-05-28	Michael Smith	Politics	Non-Fiction	Physical	315.0		3.5	False	False	False	https://www.goodreads.com/en/book/show/57513008-the-last-correspondent	2022	05-2022	05-2022	10	31.5		4.12	The Last Correspondent	The Last Correspondent	The Last Correspondent	2021	Contemporary (21st)	30	206	75	88	36	7	0	Male	1	Male	-0.6200000000000001	0.6200000000000001	True	0.0	36.407766990291265	(4.0, 4.25]
Farenheit 451	2022-05-29	2022-06-01	Ray Bradbury	Science Fiction	Fiction	Physical	227.0		3.5	False	False	False	https://www.goodreads.com/book/show/13079982-fahrenheit-451	2022	05-2022	06-2022	4	56.75		3.97	Fahrenheit 451	Fahrenheit 451	Fahrenheit 451	1953	Contemporary (20th)	71967	2372588	852961	844039	480135	136585	58868	Male	1	Male	-0.4700000000000002	0.4700000000000002	False	2.481172458092176	35.95065809993138	(3.75, 4.0]
Russia: The Wild East	2022-05-30	2022-06-07	Martin Sixsmith	History	Non-Fiction	Audible		11.0	4.5	False	False	False	https://www.goodreads.com/en/book/show/11123087-russia	2022	05-2022	06-2022	9		1.2222222222222223	3.94	Russia: The Wild East: A History, Part One: From Rulers to Revolutions	Russia	The Wild East	2011	Contemporary (21st)	8	54	13	27	12	2	0	Male	1	Male	0.56	0.56	False	0.0	24.074074074074073	(3.75, 4.0]
Indelible City	2022-06-05	2022-06-19	Louisa Lim	History	Non-Fiction	Physical	321.0		4.5	False	False	False	https://www.goodreads.com/en/book/show/59900414-indelible-city	2022	06-2022	06-2022	15	21.4		4.11	Indelible City: Dispossession and Defiance in Hong Kong	Indelible City	Dispossession and Defiance in Hong Kong	2022	Contemporary (21st)	176	1068	379	469	186	28	6	Female	1	Female	0.3899999999999997	0.3899999999999997	True	0.5617977528089888	35.48689138576779	(4.0, 4.25]
On the Good Life	2022-06-06	2022-07-03	Cicero	Philosophy	Non-Fiction	Physical	355.0		3.5	False	False	False	https://www.goodreads.com/book/show/84597.On_the_Good_Life	2022	06-2022	07-2022	28	12.678571428571429		4.0	On the Good Life	On the Good Life	On the Good Life	47	Antiquity	80	1923	675	706	431	84	27	Male	1	Male	-0.5	0.5	False	1.40405616224649	35.101404056162245	(3.75, 4.0]
A Memory Called Empire	2022-06-21	2022-06-26	Arkady Martine	Science Fiction	Fiction	Physical	450.0		4.0	False	False	False	https://www.goodreads.com/book/show/37794149-a-memory-called-empire	2022	06-2022	06-2022	6	75.0		4.13	A Memory Called Empire	A Memory Called Empire	A Memory Called Empire	2019	Contemporary (21st)	7430	54936	22124	21470	8363	2242	737	Female	1	Female	-0.1299999999999999	0.1299999999999999	False	1.3415610892675112	40.27231687782146	(4.0, 4.25]
The Avoidable War	2022-06-26	2022-07-09	Kevin Rudd	Politics	Non-Fiction	Audible		16.0	4.5	False	False	False	https://www.goodreads.com/book/show/57432319-the-avoidable-war	2022	06-2022	07-2022	14		1.1428571428571428	4.28	The Avoidable War: The Dangers of a Catastrophic Conflict between the US and Xi Jinping's China	The Avoidable War	The Dangers of a Catastrophic Conflict between the US and Xi Jinping's China	2022	Contemporary (21st)	136	1057	480	425	129	16	7	Male	1	Male	0.21999999999999975	0.21999999999999975	True	0.6622516556291391	45.411542100283825	(4.25, 4.5]
Ghost Empire	2022-07-04	2022-07-10	Richard Fidler	History	Non-Fiction	Physical	453.0		4.0	False	False	False	https://www.goodreads.com/en/book/show/28933769-ghost-empire	2022	07-2022	07-2022	7	64.71428571428571		4.21	Ghost Empire	Ghost Empire	Ghost Empire	2016	Contemporary (21st)	348	2481	1007	1085	322	43	24	Male	1	Male	-0.20999999999999996	0.20999999999999996	False	0.9673518742442563	40.58847239016525	(4.0, 4.25]
The Making of a Manager	2022-07-11	2022-07-15	Julie Zhuo	Business	Non-Fiction	Physical	251.0		5.0	False	False	False	https://www.goodreads.com/en/book/show/38821039-the-making-of-a-manager	2022	07-2022	07-2022	5	50.2		4.22	The Making of a Manager: What to Do When Everyone Looks to You	The Making of a Manager	What to Do When Everyone Looks to You	2019	Contemporary (21st)	1449	16920	7212	6907	2276	392	133	Female	1	Female	0.7800000000000002	0.7800000000000002	False	0.7860520094562647	42.6241134751773	(4.0, 4.25]
Build	2022-07-12	2022-07-20	Tony Fadell	Business	Non-Fiction	Audible		11.0	3.0	False	False	False	https://www.goodreads.com/book/show/59696349-build	2022	07-2022	07-2022	9		1.2222222222222223	4.34	Build: An Unorthodox Guide to Making Things Worth Making	Build	An Unorthodox Guide to Making Things Worth Making	2022	Contemporary (21st)	572	6363	3347	2047	787	146	36	Male	1	Male	-1.3399999999999999	1.3399999999999999	True	0.5657708628005658	52.6009743831526	(4.25, 4.5]
The Idiot	2022-07-12	2022-07-29	Fyodor Dostoevsky	Classics	Fiction	Physical	718.0		4.0	False	False	False	https://www.goodreads.com/book/show/12505.The_Idiot	2022	07-2022	07-2022	18	39.888888888888886		4.21	The Idiot	The Idiot	The Idiot	1869	Late Modern	8579	178994	82673	60994	26758	6526	2043	Male	1	Male	-0.20999999999999996	0.20999999999999996	False	1.1413790406382338	46.18758170664938	(4.0, 4.25]
The End of the World is Just the Beginning	2022-07-23	2022-08-22	Peter Zeihan	Politics	Non-Fiction	Audible		16.5	4.0	False	False	False	https://www.goodreads.com/book/show/58782897-the-end-of-the-world-is-just-the-beginning	2022	07-2022	08-2022	31		0.532258064516129	4.21	The End of the World Is Just the Beginning: Mapping the Collapse of Globalization	The End of the World Is Just the Beginning	Mapping the Collapse of Globalization	2022	Contemporary (21st)	1069	8745	3997	3079	1262	301	106	Male	1	Male	-0.20999999999999996	0.20999999999999996	True	1.2121212121212122	45.70611778158948	(4.0, 4.25]
The Stand	2022-07-29	2022-08-18	Stephen King	Novel	Fiction	Physical	1206.0		4.0	False	False	False	https://www.goodreads.com/book/show/149267.The_Stand	2022	07-2022	08-2022	21	57.42857142857143		4.35	The Stand	The Stand	The Stand	1978	Contemporary (20th)	28932	751761	419280	214402	86818	21617	9644	Male	1	Male	-0.34999999999999964	0.34999999999999964	False	1.2828545242437424	55.77304489059688	(4.25, 4.5]
Never Let Me Go	2022-08-21	2022-08-24	Kazuo Ishiguro	Science Fiction	Fiction	Physical	288.0		3.0	False	True	False	https://www.goodreads.com/book/show/6334.Never_Let_Me_Go	2022	08-2022	08-2022	4	72.0		3.85	Never Let Me Go	Never Let Me Go	Never Let Me Go	2005	Contemporary (21st)	51010	678398	203833	249732	158381	49749	16703	Male	1	Male	-0.8500000000000001	0.8500000000000001	False	2.4621240039033134	30.046226551375447	(3.75, 4.0]
Fundamentals of Data Engineering	2022-08-22	2022-10-06	Joe Reis, Matt Housley	Technology	Non-Fiction	Physical	396.0		5.0	False	False	True	https://www.goodreads.com/en/book/show/61218623	2022	08-2022	10-2022	46	8.608695652173912		4.27	Fundamentals of Data Engineering: Plan and Build Robust Data Systems	Fundamentals of Data Engineering	Plan and Build Robust Data Systems	2022	Contemporary (21st)	40	390	189	134	57	4	6	Male, Male	2	Male	0.7300000000000004	0.7300000000000004	True	1.5384615384615385	48.46153846153846	(4.25, 4.5]
The Rape of Nanking	2022-08-23	2022-08-27	Iris Chang	History	Non-Fiction	Audible		8.0	3.5	False	False	False	https://www.goodreads.com/book/show/95784.The_Rape_of_Nanking	2022	08-2022	08-2022	5		1.6	4.21	The Rape of Nanking: The Forgotten Holocaust of World War II	The Rape of Nanking	The Forgotten Holocaust of World War II	1997	Contemporary (20th)	3555	40980	17944	15828	5441	1200	567	Female	1	Female	-0.71	0.71	False	1.383601756954612	43.78721327476818	(4.0, 4.25]
The Culture Code	2022-08-25	2022-09-07	Daniel Coyle	Business	Non-Fiction	Physical	243.0		4.5	False	False	False	https://www.goodreads.com/book/show/33517721-the-culture-code	2022	08-2022	09-2022	14	17.357142857142858		4.27	The Culture Code: The Secrets of Highly Successful Groups	The Culture Code	The Secrets of Highly Successful Groups	2017	Contemporary (21st)	2166	28589	13192	10911	3600	661	225	Male	1	Male	0.23000000000000043	0.23000000000000043	False	0.7870159851691211	46.14362167267131	(4.25, 4.5]
The Cruel Stars	2022-09-07	2022-09-17	John Birmingham	Science Fiction	Fiction	Physical	482.0		3.5	False	False	False	https://www.goodreads.com/book/show/43093526-the-cruel-stars	2022	09-2022	09-2022	11	43.81818181818182		4.09	The Cruel Stars	The Cruel Stars	The Cruel Stars	2019	Contemporary (21st)	409	3010	1140	1189	525	114	42	Male	1	Male	-0.5899999999999999	0.5899999999999999	False	1.3953488372093024	37.87375415282392	(4.0, 4.25]
Norse Mythology	2022-09-08	2022-09-13	Neil Gaiman	Fantasy	Fiction	Audible		6.5	3.5	False	False	False	https://www.goodreads.com/book/show/37903770-norse-mythology	2022	09-2022	09-2022	6		1.0833333333333333	4.1	Norse Mythology	Norse Mythology	Norse Mythology	2017	Contemporary (21st)	27702	314452	113580	134719	54599	8589	2965	Male	1	Male	-0.5999999999999996	0.5999999999999996	False	0.9429102056911707	36.119980155953854	(4.0, 4.25]
The Power Law	2022-09-18	2022-09-25	Sebastian Mallaby	Business	Non-Fiction	Physical	404.0		5.0	False	False	False	https://www.goodreads.com/en/book/show/58009109-the-power-law	2022	09-2022	09-2022	8	50.5		4.43	The Power Law: Venture Capital and the Making of the New Future	The Power Law	Venture Capital and the Making of the New Future	2022	Contemporary (21st)	301	3499	1947	1193	300	38	21	Male	1	Male	0.5700000000000003	0.5700000000000003	True	0.6001714775650185	55.64446984852815	(4.25, 4.5]
Sidhartha	2022-09-26	2022-09-27	Hermann Hesse	Classics	Fiction	Physical	117.0		3.5	False	False	False	https://www.goodreads.com/book/show/52036.Siddhartha	2022	09-2022	09-2022	2	58.5		4.07	Siddhartha	Siddhartha	Siddhartha	1922	Late Modern	26410	759900	316385	249292	137939	40233	16051	Male	1	Male	-0.5700000000000003	0.5700000000000003	False	2.1122516120542176	41.63508356362679	(4.0, 4.25]
The Paper Menagerie and Other Stories	2022-09-27	2022-10-09	Ken Liu	Science Fiction	Fiction	Physical	435.0		4.0	False	False	False	https://www.goodreads.com/book/show/24885533-the-paper-menagerie-and-other-stories	2022	09-2022	10-2022	13	33.46153846153846		4.37	The Paper Menagerie and Other Stories	The Paper Menagerie and Other Stories	The Paper Menagerie and Other Stories	2016	Contemporary (21st)	4630	31076	16337	10684	3318	592	145	Male	1	Male	-0.3700000000000001	0.3700000000000001	False	0.4665980177629038	52.57111597374179	(4.25, 4.5]
Burma '44	2022-09-29	2022-10-08	James Holland	History	Non-Fiction	Audible		10.0	3.0	False	False	False	https://www.goodreads.com/book/show/57901892-burma-44	2022	09-2022	10-2022	10		1.0	4.24	Burma '44: The Battle That Turned Britain's War in the East	Burma '44	The Battle That Turned Britain's War in the East	2016	Contemporary (21st)	60	693	284	304	94	8	3	Male	1	Male	-1.2400000000000002	1.2400000000000002	False	0.4329004329004329	40.98124098124098	(4.0, 4.25]
The Alloy of Law	2022-10-10	2022-10-16	Brandon Sanderson	Fantasy	Fiction	Physical	332.0		4.0	False	False	False	https://www.goodreads.com/book/show/10803710-the-alloy-of-law	2022	10-2022	10-2022	7	47.42857142857143		4.21	The Alloy of Law	The Alloy of Law	The Alloy of Law	2011	Contemporary (21st)	13347	213738	85582	92053	31382	3924	797	Male	1	Male	-0.20999999999999996	0.20999999999999996	False	0.3728864310510999	40.04061046702037	(4.0, 4.25]
Shadows of Self	2022-10-25	2022-11-07	Brandon Sanderson	Fantasy	Fiction	Physical	376.0		3.0	False	False	False	https://www.goodreads.com/book/show/22887640-shadows-of-self	2022	10-2022	11-2022	14	26.857142857142858		4.28	Shadows of Self	Shadows of Self	Shadows of Self	2015	Contemporary (21st)	8562	145407	63658	62005	17366	1931	447	Male	1	Male	-1.2800000000000002	1.2800000000000002	False	0.30741298561967445	43.77918532120187	(4.25, 4.5]
The Selfish Gene	2022-11-08	2022-11-14	Richard Dawkins	Science	Non-Fiction	Physical	381.0		5.0	False	False	False	https://www.goodreads.com/book/show/29807115-the-selfish-gene	2022	11-2022	11-2022	7	54.42857142857143		4.15	The Selfish Gene	The Selfish Gene	The Selfish Gene	1976	Contemporary (20th)	4807	176581	81584	57367	25721	6987	4922	Male	1	Male	0.8499999999999996	0.8499999999999996	False	2.7873893567258086	46.20202626556651	(4.0, 4.25]
The Autobiography of Malcolm X	2022-11-09	2022-11-17	Malcolm X, Alex Haley	Biography	Non-Fiction	Audible		16.5	4.0	False	False	False	https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X	2022	11-2022	11-2022	9		1.8333333333333333	4.36	The Autobiography of Malcolm X	The Autobiography of Malcolm X	The Autobiography of Malcolm X	1965	Contemporary (20th)	8961	264890	152026	73081	27350	6707	5726	Male, Male	2	Male	-0.3600000000000003	0.3600000000000003	False	2.1616520064932616	57.392125033032585	(4.25, 4.5]
The Gate To China	2022-11-14	2022-12-07	Michael Sheridan	History	Non-Fiction	Physical	405.0		4.5	False	False	False	https://www.goodreads.com/en/book/show/59072388-the-gate-to-china	2022	11-2022	12-2022	24	16.875		4.06	The Gate to China: A New History of the People's Republic & Hong Kong	The Gate to China	A New History of the People's Republic & Hong Kong	2021	Contemporary (21st)	12	99	36	39	18	6	0	Male	1	Male	0.4400000000000004	0.4400000000000004	True	0.0	36.36363636363637	(4.0, 4.25]
To Kill a Mockingbird	2022-12-09	2022-12-13	Harper Lee	Novel	Fiction	Physical	307.0		4.5	True	False	False	https://www.goodreads.com/book/show/816815.To_Kill_a_Mockingbird	2022	12-2022	12-2022	5	61.4		4.26	To Kill a Mockingbird	To Kill a Mockingbird	To Kill a Mockingbird	1960	Contemporary (20th)	115470	6025374	3122287	1793805	789708	208288	111286	Female	1	Female	0.2400000000000002	0.2400000000000002	False	1.8469558902069811	51.818974224670534	(4.25, 4.5]
Troy	2022-12-10	2022-12-30	Stephen Fry	Fantasy	Fiction	Audible		11.0	3.0	False	False	False	https://www.goodreads.com/book/show/53443339-troy	2022	12-2022	12-2022	21		0.5238095238095238	4.35	Troy	Troy	Troy	2020	Contemporary (21st)	2701	28811	13828	11714	2936	270	63	Male	1	Male	-1.3499999999999996	1.3499999999999996	False	0.21866648155218493	47.9955572524383	(4.25, 4.5]
The Bands of Mourning	2022-12-14	2022-12-22	Brandon Sanderson	Fantasy	Fiction	Physical	437.0		3.0	False	False	False	https://www.goodreads.com/book/show/26541448-the-bands-of-mourning	2022	12-2022	12-2022	9	48.55555555555556		4.42	The Bands of Mourning	The Bands of Mourning	The Bands of Mourning	2016	Contemporary (21st)	7813	131493	69959	48748	11037	1321	428	Male	1	Male	-1.42	1.42	False	0.3254926117740108	53.203592586677615	(4.25, 4.5]
The Shortest History of Germany	2022-12-23	2022-12-26	James Hawes	History	Non-Fiction	Physical	230.0		4.0	False	False	False	https://www.goodreads.com/book/show/34757960-the-shortest-history-of-germany	2022	12-2022	12-2022	4	57.5		3.73	The Shortest History of Germany	The Shortest History of Germany	The Shortest History of Germany	2017	Contemporary (21st)	745	7034	1601	2843	1848	549	193	Male	1	Male	0.27	0.27	False	2.743815752061416	22.76087574637475	(3.5, 3.75]
Daring Greatly	2022-12-27	2022-12-31	Brené Brown	Self-Improvement	Non-Fiction	Audible		6.5	3.5	False	False	False	https://www.goodreads.com/book/show/17279589-daring-greatly	2022	12-2022	12-2022	5		1.3	4.29	Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead	Daring Greatly	How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead	2012	Contemporary (21st)	12862	210719	107597	68408	25756	6151	2807	Female	1	Female	-0.79	0.79	False	1.3321057901755418	51.06184065034477	(4.25, 4.5]
Exhalation	2022-12-29	2022-12-31	Ted Chiang	Science Fiction	Fiction	Physical	340.0		4.0	False	False	False	https://www.goodreads.com/book/show/41160292-exhalation	2022	12-2022	12-2022	3	113.33333333333333		4.28	Exhalation	Exhalation	Exhalation	2019	Contemporary (21st)	11290	88999	42113	32647	11441	2264	534	Male	1	Male	-0.28000000000000025	0.28000000000000025	False	0.6000067416487825	47.31850919673255	(4.25, 4.5]
Out of the Ether	2023-01-06	2023-01-10	Matthew MacAdam Leising	Technology	Non-Fiction	Physical	278.0		3.5	False	False	False	https://www.goodreads.com/en/book/show/55360267-out-of-the-ether	2023	01-2023	01-2023	5	55.6		3.9	Out of the Ether: The Amazing Story of Ethereum and the $55 Million Heist that Almost Destroyed It All	Out of the Ether	The Amazing Story of Ethereum and the $55 Million Heist that Almost Destroyed It All	2020	Contemporary (21st)	34	348	92	148	91	14	3	Male	1	Male	-0.3999999999999999	0.3999999999999999	False	0.8620689655172413	26.436781609195403	(3.75, 4.0]
The Spy Who Came in from the Cold	2023-01-15	2023-01-17	John le Carré	Novel	Fiction	Physical	281.0		3.5	False	False	False	https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold	2023	01-2023	01-2023	3	93.66666666666667		4.08	The Spy Who Came In from the Cold	The Spy Who Came In from the Cold	The Spy Who Came In from the Cold	1963	Contemporary (20th)	6554	108591	39950	44192	18921	4149	1379	Male	1	Male	-0.5800000000000001	0.5800000000000001	False	1.2699026622832463	36.789420854398614	(4.0, 4.25]
Deep Work	2023-01-17	2023-01-26	Cal Newport	Self-Improvement	Non-Fiction	Physical	263.0		4.5	False	False	False	https://www.goodreads.com/book/show/28383248-deep-work	2023	01-2023	01-2023	10	26.3		4.18	Deep Work	Deep Work	Deep Work	2016	Contemporary (21st)	11932	150472	65913	55047	22462	5180	1870	Male	1	Male	0.3200000000000003	0.3200000000000003	False	1.2427561273858259	43.80416290073901	(4.0, 4.25]
American Psycho	2023-01-19	2023-01-25	Bret Easton Ellis	Novel	Fiction	Physical	386.0		3.5	False	False	False	https://www.goodreads.com/book/show/437149.American_Psycho	2023	01-2023	01-2023	7	55.142857142857146		3.81	American Psycho	American Psycho	American Psycho	1991	Contemporary (20th)	18393	308746	98382	107483	64130	24017	14734	Male	1	Male	-0.31000000000000005	0.31000000000000005	False	4.772207575158868	31.8650282108918	(3.75, 4.0]
The Making of the Modern Middle East	2023-01-27	2023-02-06	Jeremy Bowen	History	Non-Fiction	Audible		15.0	5.0	False	False	False	https://www.goodreads.com/en/book/show/62214146	2023	01-2023	02-2023	11		1.3636363636363635	4.38	The Making of the Modern Middle East: A Personal History	The Making of the Modern Middle East	A Personal History	2022	Contemporary (21st)	70	649	327	248	66	8	0	Male	1	Male	0.6200000000000001	0.6200000000000001	True	0.0	50.38520801232666	(4.25, 4.5]
A Little Hatred	2023-01-27	2023-02-11	Joe Abercrombie	Fantasy	Fiction	Physical	486.0		4.0	False	False	False	https://www.goodreads.com/book/show/36452010-a-little-hatred	2023	01-2023	02-2023	16	30.375		4.45	A Little Hatred	A Little Hatred	A Little Hatred	2019	Contemporary (21st)	3456	41094	23200	14174	2969	538	213	Male	1	Male	-0.4500000000000002	0.4500000000000002	False	0.5183238428967732	56.455930306127414	(4.25, 4.5]
The Count of Monte Cristo	2023-02-13	2023-03-20	Alexandre Dumas	Novel	Fiction	Physical	871.0		5.0	False	False	False	https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo	2023	02-2023	03-2023	36	24.194444444444443		4.3	The Count of Monte Cristo	The Count of Monte Cristo	The Count of Monte Cristo	1844	Late Modern	30511	902244	481805	260776	117481	28883	13299	Male	1	Male	0.7000000000000002	0.7000000000000002	False	1.473991514490537	53.40074303625183	(4.25, 4.5]
Storytelling with Data	2023-03-06	2023-04-22	Cole Nussbaumer Knaflic	Technical	Non-Fiction	Kindle	284.0		4.0	False	False	True	https://www.goodreads.com/book/show/26535513-storytelling-with-data	2023	03-2023	04-2023	48	5.916666666666667		4.4	Storytelling with Data: A Data Visualization Guide for Business Professionals	Storytelling with Data	A Data Visualization Guide for Business Professionals	2015	Contemporary (21st)	680	6518	3497	2289	617	91	24	Female	1	Female	-0.40000000000000036	0.40000000000000036	False	0.36821110770174903	53.651426818042346	(4.25, 4.5]
The War of Art	2023-03-25	2023-03-25	Steven Pressfield	Self-Improvement	Non-Fiction	Kindle	168.0		4.5	False	False	False	https://www.goodreads.com/book/show/18624273-the-war-of-art	2023	03-2023	03-2023	1	168.0		3.99	The War of Art	The War of Art	The War of Art	2002	Contemporary (21st)	8009	102016	42667	30585	17924	6898	3942	Male	1	Male	0.5099999999999998	0.5099999999999998	False	3.8640997490589712	41.82383155583438	(3.75, 4.0]
The Dispossed	2023-03-26	2023-04-05	Ursula K. Le Guin	Science Fiction	Fiction	Kindle	400.0		3.0	False	False	False	https://www.goodreads.com/book/show/6602919-the-dispossessed	2023	03-2023	04-2023	11	36.36363636363637		4.24	The Dispossessed	The Dispossessed	The Dispossessed	1974	Contemporary (20th)	9447	122392	59838	40191	16356	4376	1631	Female	1	Female	-1.2400000000000002	1.2400000000000002	False	1.3326034381332115	48.890450356232435	(4.0, 4.25]
